Ticker,MarketCap,ActualPrice,TargetMeanPrice,TargetMeanPricePct,FinancialCurrency,OperatingIncome_TTM,EnterpriseValue,OperatingIncome_EV_Ratio,Eight_Year_ROA,Eight_Year_ROC,FCF_Sum_to_Assets,Eight_Year_Gross_Margin_Growth,Margin_Stability,Years_Data_Available,Current_ROA,FS_ROA,Current_FCFTA,FS_FCFTA,ACCRUAL,FS_ACCRUAL,LEVER,FS_LEVER,LIQUID,FS_LIQUID,ROA_Change,FS_ROA_Change,FCFTA_Change,FS_FCFTA_Change,MARGIN,FS_MARGIN,TURN,FS_TURN,OperatingIncome_EV_Ratio_Percentile,Eight_Year_ROA_Percentile,Eight_Year_ROC_Percentile,FCF_Sum_to_Assets_Percentile,Eight_Year_Gross_Margin_Growth_Percentile,Margin_Stability_Percentile,Current_ROA_Percentile,Current_FCFTA_Percentile,ACCRUAL_Percentile,LEVER_Percentile,LIQUID_Percentile,ROA_Change_Percentile,FCFTA_Change_Percentile,MARGIN_Percentile,TURN_Percentile,Max_Margin_Metric_Percentile,Max_Margin_Source,Franchise_Power_Percentile,Financial_Strength_Score,P_FS,QUALITY,QUANTITATIVE_VALUE
HPQ,24557293568.0,26.145,27.21062,0.04075807993880276,USD,3846000000.0,32193613824.0,0.11946468703469529,0.10143927020240118,,0.39239269337743365,0.014596425911676647,19.19927891705801,5,0.06953318800270615,1,0.07910496379262823,1,0.009571775789922077,1,0.04303504259889879,1,-0.010441924657491497,0,-0.018646468250671858,0,-0.001372822392649034,0,0.006423991278147495,1,-0.10965278540297385,0,0.9605911330049262,0.7363636363636364,,0.7272727272727272,0.6820512820512821,0.51,0.5590909090909091,0.6136363636363636,0.5954545454545455,0.8684210526315789,0.6048780487804878,0.25,0.45,0.52,0.06363636363636363,0.6820512820512821,Growth,0.7152292152292152,5,0.5555555555555556,0.6353923853923854,2.556574651402238
KGC,19279161344.0,15.715,15.91667,0.012832962138084714,USD,1874200000.0,19856283648.0,0.09438825679692465,0.021083429105848817,0.06463036852425996,0.22799477249300545,0.20567237474313682,2.6920921932518818,5,0.08732145486673538,1,0.1261688263878663,1,0.03884737152113092,1,0.09804785228169233,1,-0.6230442870706154,0,0.0478366635774806,1,0.07808141542545416,1,0.09129353119283434,1,0.07173978996345737,1,0.9064039408866995,0.3045454545454545,0.2193877551020408,0.4954545454545455,0.9641025641025641,0.105,0.6727272727272726,0.759090909090909,0.7636363636363636,0.9842105263157894,0.09268292682926829,0.85,0.9409090909090909,0.94,0.8772727272727272,0.9641025641025641,Growth,0.4958725798011513,8,0.8888888888888888,0.6923807343450201,2.505188616118419
MO,99517308928.0,59.08,58.28231,-0.0135018618821936,USD,11617000000.0,120142413824.0,0.0966935791469786,0.18374877437798598,,0.9662279330244193,0.019709369010829425,39.07186791357872,5,0.3202092276203201,1,0.2447906302413509,1,-0.07541859737896922,0,-0.014102986379728177,0,0.020532428625970045,1,0.10942364296903673,1,0.009089307970155669,1,0.006036456951644564,1,0.049622179222112206,1,0.9113300492610837,0.9363636363636364,,0.9863636363636362,0.7282051282051282,0.715,0.9863636363636362,0.95,0.09545454545454544,0.29473684210526313,0.6439024390243903,0.9545454545454546,0.6,0.51,0.7863636363636364,0.7282051282051282,Growth,0.8836441336441335,7,0.7777777777777778,0.8307109557109557,2.6533710542331232
MRK,203343216640.0,80.98,101.78708,0.2569409730797727,USD,20398000000.0,224454230016.0,0.09087821601110369,0.09996873485268631,0.425189108161389,0.4406862159069561,0.01951882543573835,30.12358222275882,5,0.1461667207487234,1,0.15452666814680716,1,0.008359947398083767,1,0.021473061222106293,1,0.11263695327901524,1,0.14274511306182391,1,0.0688177391568845,1,0.031483409914482285,1,-0.015586085987144171,0,0.896551724137931,0.7227272727272727,0.7091836734693878,0.759090909090909,0.7230769230769231,0.665,0.85,0.8409090909090909,0.5636363636363636,0.7473684210526315,0.8048780487804877,0.9681818181818181,0.9318181818181818,0.865,0.32727272727272727,0.7230769230769231,Growth,0.7285196945911232,8,0.8888888888888888,0.808704291740006,2.601807740015868
NEM,66713214976.0,59.94,65.02421,0.08482165498832162,USD,6968000000.0,68296200192.0,0.10202617393663153,0.007244389533799467,0.07361533202770087,0.12019734156772968,0.015371864848020111,4.966993826179618,5,0.05941542884523239,1,0.05254751637118671,1,-0.0068679124740456815,0,-0.00879219433835604,0,0.3749191309825888,1,0.10434750826007043,1,0.050799957548717065,1,0.12794434108531066,1,0.11873510960948225,1,0.9261083743842364,0.21363636363636362,0.23979591836734696,0.32727272727272727,0.6871794871794872,0.165,0.5,0.45454545454545453,0.4,0.33157894736842103,0.951219512195122,0.9454545454545454,0.8863636363636364,0.97,0.95,0.6871794871794872,Growth,0.36697112411398125,7,0.7777777777777778,0.5723744509458795,2.424591199714352
OXY,43095183360.0,43.79,50.07808,0.1435962548527061,USD,6100000000.0,73398411264.0,0.08310806589613323,0.07664099442239003,0.12082055277905379,0.3550354028907484,0.05718564025639905,4.942619818992019,5,0.035765697232137635,1,0.051740885950026336,1,0.0159751887178887,1,-0.04215375156479362,0,0.03713037027164812,1,-0.027686902486811667,0,-0.02984488856083735,0,-0.00040874993002387727,0,-0.06903577532969934,0,0.8571428571428572,0.6272727272727273,0.32142857142857145,0.6863636363636364,0.882051282051282,0.16,0.37272727272727274,0.45,0.640909090909091,0.11052631578947368,0.6878048780487805,0.20454545454545453,0.15,0.34,0.15,0.882051282051282,Growth,0.6292790542790543,4,0.4444444444444444,0.5368617493617494,2.251147463647464
PBI,2058363392.0,11.3563,17.0,0.49696644153465486,USD,330362000.0,3678740224.0,0.08980302491726037,-0.036542837477882006,3.4124786709225807,0.10850044561968214,0.19726856937770276,4.553535058750607,5,-0.059925251271811524,0,0.04614165172437746,1,0.10606690299618898,1,-0.06082714209592521,0,-0.29618680934677766,0,0.03033933230778533,1,0.04567772050417047,1,0.02843715459395707,1,0.10987535276166382,1,0.8916256157635467,0.12727272727272726,0.9846938775510204,0.3181818181818182,0.9589743589743588,0.15,0.1,0.40454545454545454,0.890909090909091,0.07894736842105263,0.17073170731707318,0.7772727272727272,0.859090909090909,0.85,0.9272727272727272,0.9589743589743588,Growth,0.5972806954949812,6,0.6666666666666666,0.6319736810808239,2.4152249126079175
PCAR,51705839616.0,98.495,101.65895,0.032122950403573824,USD,4355500000.0,57510543360.0,0.07573393930110835,0.0904239917822438,0.1749286696128407,0.18455557372480647,0.030916910068654158,11.447642341634083,5,0.09585687338923833,1,0.06668294222101435,1,-0.029173931168223977,0,-0.015241352861563973,0,0.13726451047447963,1,-0.016843195688790447,0,-0.005028380206808902,0,-0.01791157121248918,0,-0.08514622764819668,0,0.8078817733990148,0.6909090909090909,0.4030612244897959,0.42727272727272725,0.8,0.355,0.7045454545454546,0.5272727272727272,0.18636363636363637,0.26842105263157895,0.8292682926829268,0.25909090909090904,0.39545454545454545,0.175,0.11818181818181818,0.8,Growth,0.5803107606679035,3,0.3333333333333333,0.45682204700061846,2.072585593798648
PFE,143470313472.0,25.235,29.2387,0.15865662769962352,USD,15160000000.0,183190257664.0,0.0827554925317363,0.08009770536347216,0.7314701178174245,0.3305029147687867,0.05036066065779221,10.928328835172191,5,0.03763425743687792,1,0.046088024142908024,1,0.008453766706030104,1,0.0013853154431255343,1,0.2645905471266933,1,0.028278890352405887,1,0.024926969666327348,1,0.13846471550882355,1,0.03523798533507938,1,0.8472906403940886,0.6454545454545455,0.846938775510204,0.6590909090909091,0.8564102564102564,0.335,0.3818181818181818,0.4,0.5727272727272728,0.47368421052631576,0.8878048780487805,0.759090909090909,0.7363636363636364,0.975,0.7090909090909091,0.8564102564102564,Growth,0.7519736216164787,9,1.0,0.8759868108082394,2.5705680915964164
PYPL,74972561408.0,77.09,81.73872,0.06030250356725908,USD,5979000000.0,74443636736.0,0.08031579678466502,0.04701993010664296,0.345581804188575,0.2571099484138168,-0.05809433846908851,11.430115133582786,4,0.05081422847410275,1,0.08291774393157784,1,0.03210351545747509,1,-0.0032882539183312215,0,-0.02812988104276859,0,-0.0008616471922312519,0,0.031558300852932174,1,0.0006731574305560151,1,0.027289112414747352,1,0.8275862068965517,0.4454545454545455,0.6428571428571429,0.5590909090909091,0.12307692307692307,0.35,0.45454545454545453,0.6227272727272727,0.7454545454545455,0.37368421052631573,0.5512195121951219,0.4318181818181818,0.7863636363636364,0.365,0.6363636363636364,0.35,Stability,0.4993506493506493,6,0.6666666666666666,0.583008658008658,2.2381810718017614
RIO,93044031488.0,58.87,75.93833,0.2899325632750127,USD,14784000000.0,102785597440.0,0.14383338102042947,0.13494955181112944,0.2604772905916979,0.4027494016694881,-0.07268216610286993,10.182604209514231,5,0.11238884673009943,1,0.05815967155060028,1,-0.05422917517949915,0,-0.0016999020261360825,0,-0.059781524252746854,0,0.015256088325865683,1,-0.019813075651207566,0,-0.03524856047919889,0,0.00014788675108645677,1,0.9753694581280788,0.85,0.5255102040816326,0.7363636363636364,0.10256410256410256,0.305,0.759090909090909,0.49090909090909085,0.1318181818181818,0.4052631578947368,0.4585365853658536,0.6909090909090909,0.22272727272727275,0.095,0.43636363636363634,0.305,Stability,0.6042184601113173,4,0.4444444444444444,0.5243314522778808,2.4750703685340385
SLB,48236027904.0,35.705,47.11793,0.3196451477384121,USD,6267000000.0,57409462272.0,0.10916318934163871,0.07581697154244904,0.3960782125483029,0.29618882190661083,0.08818252325730569,9.21372443083571,5,0.09116174517216716,1,0.09140696842750587,1,0.00024522325533871125,1,0.000819532485420077,1,0.12680319256014494,1,0.003520733432483686,1,-0.003365431847740699,0,0.007503428779118859,1,0.05064409998314301,1,0.9408866995073892,0.6181818181818182,0.6887755102040817,0.6136363636363636,0.9230769230769229,0.28,0.6909090909090909,0.6636363636363636,0.49090909090909085,0.4578947368421052,0.8146341463414635,0.5363636363636364,0.4318181818181818,0.535,0.7909090909090909,0.9230769230769229,Growth,0.7109176537747967,8,0.8888888888888888,0.7999032713318428,2.6816766703466213
TGT,47601655808.0,104.765,102.88562,-0.017939006347539754,USD,5742000000.0,61399195648.0,0.09351914042846322,0.0813190774364767,0.18143667186736678,0.2053350412851183,-0.012353373555057057,13.57803728997757,5,0.07081652789558414,1,0.07748100192144576,1,0.006664474025861622,1,0.021957426911911687,1,0.028889169234860956,1,-0.003935983123998205,0,0.008563450075214099,1,0.006690782641960158,1,-0.09569407631657612,0,0.9014778325123153,0.65,0.423469387755102,0.4681818181818182,0.31794871794871793,0.4,0.5772727272727273,0.6,0.5318181818181817,0.7578947368421052,0.6585365853658537,0.3818181818181818,0.5772727272727273,0.525,0.1,0.4,Stability,0.48541280148423005,7,0.7777777777777778,0.631595289631004,2.4345509546556343
TTE,139078418432.0,63.095,69.416,0.10018226483873516,USD,23076000000.0,169601908736.0,0.13605978949163705,0.06315565715960902,0.22468746512829152,0.310508009121256,0.002608223631238138,23.101551207373895,5,0.05519690914122184,1,0.05585193021048244,1,0.0006550210692605959,1,-0.009431711010606247,0,-0.02311466085161662,0,-0.02019071098752656,0,-0.025081178435967112,0,-0.0009883477301300125,0,-0.08669341892352411,0,0.9704433497536946,0.5545454545454546,0.46938775510204084,0.6272727272727273,0.47179487179487173,0.555,0.48636363636363633,0.4772727272727273,0.4954545454545455,0.32631578947368417,0.5658536585365854,0.22727272727272727,0.17272727272727273,0.325,0.10909090909090909,0.555,Stability,0.5515514842300557,3,0.3333333333333333,0.4424424087816945,2.3833291082890837
UAL,27240155136.0,83.405,95.36261,0.14336802349979028,USD,5598000000.0,43602202624.0,0.12838800939195416,0.014970008474552987,0.04719734569743683,0.06448172995154083,1.145389410960152,1.7115365305998753,5,0.042506377981453236,1,0.05169877029817907,1,0.009192392316725834,1,0.04533435992705681,1,-0.022692705668055813,0,0.005687071050760169,1,0.05535538595974523,1,0.006068088331487476,1,0.014786824363125506,1,0.9655172413793103,0.2681818181818182,0.17857142857142858,0.2318181818181818,0.9897435897435897,0.065,0.40454545454545454,0.4454545454545455,0.5909090909090908,0.8894736842105263,0.5707317073170731,0.5818181818181818,0.9090909090909091,0.515,0.5772727272727273,0.9897435897435897,Growth,0.41707875457875454,8,0.8888888888888888,0.6529838217338217,2.5840183044924423
UNH,282339344384.0,311.2412,385.25458,0.23780071532946145,USD,33475000000.0,340111589376.0,0.09842357933587713,0.0732516244323389,,0.30065911666297884,-0.02663909248509133,22.711120205925184,5,0.04829387350055988,1,0.06941510939459163,1,0.021121235894031747,1,-0.02973292484334286,0,0.0347731534554081,1,-0.03347216478674101,0,-0.024410697999826023,0,-0.021417182763873804,0,-0.015709206796155062,0,0.9162561576354681,0.6045454545454545,,0.6181818181818182,0.22564102564102562,0.55,0.44090909090909086,0.55,0.6863636363636364,0.17894736842105263,0.6829268292682927,0.17272727272727273,0.17727272727272728,0.15,0.3181818181818182,0.55,Stability,0.5909090909090909,4,0.4444444444444444,0.5176767676767677,2.350189082947704
VIST,5095247360.0,48.32,71.25254,0.4745972682119204,USD,635581000.0,5732254720.0,0.1108780106687234,0.10598346245334755,0.2535346496744213,0.045998555892534966,0.07388764019541028,8.483812051982472,5,0.11282585746243477,1,-0.024769089295553416,0,-0.1375949467579882,0,-0.1177764139477557,0,-0.19027152484421628,0,-0.03996649882044866,0,-0.031044293750667595,0,-0.00959796899115517,0,-0.060549053458822,0,0.9458128078817734,0.7545454545454545,0.5051020408163265,0.1909090909090909,0.9025641025641025,0.25,0.7636363636363636,0.1,0.04545454545454545,0.02631578947368421,0.2731707317073171,0.15,0.14545454545454545,0.215,0.16818181818181815,0.9025641025641025,Growth,0.5882801722087436,1,0.1111111111111111,0.3496956416599274,2.241321257423474
VZ,183301472256.0,43.475,48.06739,0.10563289246693497,USD,29143000000.0,354001354752.0,0.08232454370242873,0.04799230044481284,0.2595154329737446,0.036110222998562556,0.011405300101623661,43.35360784952322,5,0.045504287634094163,1,0.04918497261580771,1,0.0036806849817135473,1,0.04661588197746447,1,-0.06605851159351939,0,0.014961625473175831,1,0.015228811618582166,1,0.00833518377292053,1,-0.001965028035298799,0,0.8423645320197045,0.45909090909090905,0.5102040816326531,0.17272727272727273,0.6564102564102563,0.745,0.42272727272727273,0.42727272727272725,0.5181818181818181,0.9052631578947369,0.45365853658536587,0.6818181818181818,0.6454545454545455,0.555,0.3818181818181818,0.745,Stability,0.4717555658627087,7,0.7777777777777778,0.6247666718202433,2.3094957358596524
WB,2357826816.0,9.53,11.24632,0.18009653725078723,USD,504897000.0,2125910528.0,0.23749682470174022,0.04042531536019056,0.17529792520448728,0.34257334807799955,-0.013026179248684211,44.834777881115016,4,0.04624506822124194,1,0.08892752539434629,1,0.04268245717310434,1,-0.03155930466764839,0,1.095937222714507,1,-0.0008127825053294707,0,0.001562590867774924,1,0.0020863055943941555,1,0.028039762468801965,1,0.9950738916256158,0.4136363636363636,0.40816326530612246,0.6727272727272726,0.31282051282051276,0.76,0.4318181818181818,0.6454545454545455,0.7909090909090909,0.17368421052631577,0.975609756097561,0.43636363636363634,0.49090909090909085,0.39,0.6454545454545455,0.76,Stability,0.5636317254174397,7,0.7777777777777778,0.6707047515976088,2.66085253484884
XOM,480848084992.0,111.575,124.06846,0.11197365001120319,USD,39557000000.0,492180078592.0,0.08037098964501439,0.09676311039283703,0.1708071687249717,0.3497634930260764,-0.011930335372470235,16.298494399336867,5,0.07427090798831247,1,0.06773471525442416,1,-0.0065361927338883075,0,0.01706684738777106,1,-0.17069702984810586,0,-0.021419693286676436,0,-0.021153110700821015,0,-0.025184773258883825,0,-0.1412965666549053,0,0.8325123152709359,0.7181818181818181,0.3877551020408163,0.6772727272727272,0.32307692307692304,0.455,0.609090909090909,0.5318181818181817,0.40909090909090906,0.7,0.2975609756097561,0.22272727272727275,0.20454545454545453,0.13,0.03636363636363636,0.455,Stability,0.5595524118738404,3,0.3333333333333333,0.44644287260358684,2.111467503145459
YELP,2247571712.0,35.205,38.56778,0.09551995455191031,USD,169288000.0,1886978048.0,0.08971381526108776,0.0757740092736443,0.1480490076301888,0.8871830795461824,-0.0043113848801343835,155.14961434376627,5,0.13506959871569502,1,0.252619292839227,1,0.117549694123532,1,,0,-0.21416186611292654,0,0.03733553730189046,1,-0.022759308020317892,0,-0.00215809365155617,0,0.11799407583532995,1,0.8866995073891626,0.6136363636363636,0.33673469387755106,0.9681818181818181,0.40512820512820513,0.985,0.8318181818181817,0.9545454545454546,0.9136363636363636,,0.2292682926829268,0.8181818181818181,0.18636363636363637,0.3,0.9454545454545454,0.985,Stability,0.7258882189239332,5,0.5555555555555556,0.6407218872397444,2.4141209020180696
